real/predicha,000,001,002,003,004,005,006,007,008,009,010,011,012,013,015
000,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0
002,0,2,48,0,1,0,0,0,0,0,0,1,1,0,0
003,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
004,0,5,0,0,51,0,0,0,0,0,0,0,1,0,0
005,0,3,0,0,1,55,0,0,0,0,0,0,0,0,0
006,0,0,0,0,0,0,49,0,0,0,0,0,3,0,0
007,0,1,0,0,0,0,0,75,0,0,0,0,0,1,0
008,0,0,0,0,0,0,0,0,52,8,0,0,0,0,0
009,0,0,0,0,0,0,0,0,0,60,0,0,0,1,0
010,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0
011,0,3,0,0,1,0,0,0,0,0,0,43,0,0,0
012,0,2,0,0,0,0,1,0,0,0,0,0,55,1,0
013,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62
